frame,raw_num_people,anomaly,track_id,conf_ok,boundary_ok,overlap_ok,conf_ls,conf_rs,conf_lw,conf_rw,ls_x,ls_y,rs_x,rs_y,lw_x,lw_y,rw_x,rw_y,shoulder_dist,wrist_dist,ratio,frontal,hands_now,consecutive_frames,confirmed
0,3,0,0,1,1,1,0.9912,0.9937,0.7896,0.8047,1097.0,335.5,909.5,346.5,1186.0,626.0,835.0,648.0,187.8224,351.6888,1.8725,0,0,0,0
0,3,0,1,1,1,1,0.9922,0.9937,0.9023,0.9194,681.0,356.0,585.0,346.0,700.0,508.0,568.0,512.0,96.5194,132.0606,1.3682,0,0,0,0
0,3,0,2,1,1,1,0.9897,0.9946,0.853,0.9116,312.5,287.0,167.125,277.5,328.25,521.0,122.375,509.5,145.6851,206.1959,1.4154,0,0,0,0
1,3,0,0,1,1,1,0.9917,0.9937,0.7939,0.8101,1100.0,343.5,910.0,350.0,1177.0,624.0,836.5,640.0,190.1112,340.8757,1.793,0,0,0,0
1,3,0,2,1,1,1,0.9893,0.9946,0.8521,0.9116,312.0,286.5,171.75,278.0,339.5,513.0,131.125,519.0,140.5073,208.4614,1.4836,0,0,0,0
1,3,0,1,1,1,1,0.9873,0.9937,0.8813,0.9365,687.0,362.5,591.5,357.5,696.5,512.5,582.0,522.5,95.6308,114.9359,1.2019,0,0,0,0
2,4,1,0,1,1,1,0.9907,0.9941,0.7783,0.8125,1100.0,333.5,908.5,345.5,1177.0,625.0,835.5,649.0,191.8756,342.3423,1.7842,0,0,0,0
2,4,1,2,1,1,1,0.9902,0.9946,0.8643,0.9136,311.5,284.0,172.625,278.0,339.0,513.5,131.0,519.0,139.0046,208.0727,1.4969,0,0,0,0
2,4,1,1,1,1,1,0.9917,0.9946,0.8921,0.9272,684.0,352.5,586.0,346.5,693.0,504.0,567.0,521.0,98.1835,127.1417,1.2949,0,0,0,0
2,4,1,3,0,0,1,0.1011,0.1078,0.0594,0.0548,1017.0,0.0,225.75,0.0,874.0,0.0,443.5,0.0,791.25,430.5,0.5441,1,0,0,0
3,4,1,0,1,1,1,0.9917,0.9932,0.8013,0.7969,1092.0,338.0,907.0,348.5,1179.0,617.0,836.5,648.5,185.2977,343.9455,1.8562,0,0,0,0
3,4,1,2,1,1,1,0.9917,0.9941,0.8726,0.9019,310.75,287.0,169.75,278.0,339.5,513.5,122.1875,519.0,141.2869,217.3821,1.5386,0,0,0,0
