frame,raw_num_people,anomaly,track_id,conf_ok,boundary_ok,overlap_ok,conf_ls,conf_rs,conf_lw,conf_rw,ls_x,ls_y,rs_x,rs_y,lw_x,lw_y,rw_x,rw_y,shoulder_dist,wrist_dist,ratio,frontal,hands_now,consecutive_frames,confirmed
0,3,0,0,1,1,1,0.9878,0.9863,0.8965,0.8706,1181.0,350.0,989.5,352.0,1115.0,430.0,1078.0,428.5,191.5104,37.0304,0.1934,1,1,1,0
0,3,0,1,1,1,1,0.9888,0.9922,0.9048,0.9321,697.0,350.0,582.5,353.5,738.5,524.0,550.5,538.0,114.5535,188.5206,1.6457,0,0,0,0
0,3,0,2,1,1,1,0.9932,0.9932,0.8691,0.874,363.25,268.5,180.0,264.0,412.0,561.0,122.0,563.5,183.3052,290.0108,1.5821,0,0,0,0
1,3,0,0,1,1,1,0.9878,0.9863,0.8965,0.8691,1181.0,350.0,989.5,352.0,1116.0,430.5,1078.0,428.5,191.5104,38.0526,0.1987,1,1,2,0
1,3,0,1,1,1,1,0.9888,0.9922,0.9058,0.9321,697.0,350.0,582.5,353.5,739.0,524.0,550.5,538.5,114.5535,189.0569,1.6504,0,0,0,0
1,3,0,2,1,1,1,0.9932,0.9932,0.8691,0.874,363.0,268.5,179.875,264.0,412.0,560.5,122.375,563.5,183.1803,289.6405,1.5812,0,0,0,0
2,3,0,0,1,1,1,0.9883,0.9858,0.9019,0.8687,1177.0,347.5,988.0,352.0,1119.0,429.0,1072.0,424.0,189.0536,47.2652,0.25,1,1,3,0
2,3,0,1,1,1,1,0.9888,0.9922,0.9048,0.9321,699.5,351.0,585.0,354.0,740.0,525.0,552.5,538.5,114.5393,187.9854,1.6412,0,0,0,0
2,3,0,2,1,1,1,0.9932,0.9927,0.8657,0.8701,362.25,269.0,178.125,264.0,406.5,560.5,119.125,564.0,184.1929,287.3963,1.5603,0,0,0,0
3,3,0,0,1,1,1,0.9873,0.9858,0.9004,0.876,1174.0,347.5,985.0,351.5,1119.0,426.5,1069.0,423.5,189.0423,50.0899,0.265,1,1,4,0
3,3,0,2,1,1,1,0.9878,0.9927,0.8521,0.8955,361.75,269.0,176.0,264.0,400.75,559.0,113.375,558.0,185.8173,287.3767,1.5466,0,0,0,0
3,3,0,1,1,1,1,0.9893,0.9917,0.9102,0.9292,702.0,351.5,588.0,353.5,742.0,523.5,555.5,540.5,114.0175,187.2732,1.6425,0,0,0,0
4,3,0,0,1,1,1,0.9873,0.9858,0.9009,0.8755,1174.0,347.5,985.0,352.0,1119.0,426.5,1069.0,423.0,189.0536,50.1224,0.2651,1,1,5,0
4,3,0,2,1,1,1,0.9878,0.9927,0.853,0.8955,362.0,269.0,176.125,264.0,400.5,559.0,113.5,558.0,185.9422,287.0017,1.5435,0,0,0,0
4,3,0,1,1,1,1,0.9893,0.9917,0.9102,0.9302,702.0,351.5,588.0,353.0,742.0,523.0,555.5,541.0,114.0099,187.3666,1.6434,0,0,0,0
5,3,0,0,1,1,1,0.9888,0.9844,0.9106,0.8672,1172.0,348.0,981.5,352.5,1118.0,429.5,1062.0,427.5,190.5531,56.0357,0.2941,1,1,6,1
5,3,0,2,1,1,1,0.9878,0.9927,0.8491,0.8936,360.0,269.0,176.25,263.0,396.25,560.5,106.125,551.0,183.8479,290.2805,1.5789,0,0,0,0
5,3,0,1,1,1,1,0.9907,0.9927,0.9014,0.9224,703.5,352.5,589.0,354.0,742.0,522.0,559.5,541.5,114.5098,183.5388,1.6028,0,0,0,0
6,3,0,0,1,1,1,0.9888,0.9844,0.9106,0.8677,1172.0,348.0,981.5,352.5,1118.0,429.5,1062.0,427.0,190.5531,56.0558,0.2942,1,1,7,1
6,3,0,2,1,1,1,0.9878,0.9927,0.8491,0.8936,360.0,269.0,176.0,263.0,396.0,560.5,106.125,551.0,184.0978,290.0306,1.5754,0,0,0,0
6,3,0,1,1,1,1,0.9907,0.9927,0.9019,0.9224,703.5,352.5,589.0,354.0,742.0,522.0,559.5,541.5,114.5098,183.5388,1.6028,0,0,0,0
7,3,0,0,1,1,1,0.9888,0.9839,0.9097,0.8623,1168.0,347.0,979.0,352.5,1117.0,435.5,1062.0,430.0,189.08,55.2743,0.2923,1,1,8,1
7,3,0,2,1,1,1,0.9907,0.9941,0.8521,0.8755,358.5,268.0,175.875,263.5,392.0,563.5,97.0625,557.0,182.6804,295.0091,1.6149,0,0,0,0
7,3,0,1,1,1,1,0.9927,0.9927,0.9043,0.9043,706.5,351.5,590.0,354.0,741.5,520.0,561.5,542.5,116.5268,181.4008,1.5567,0,0,0,0
8,3,0,0,1,1,1,0.9888,0.9839,0.9097,0.8623,1168.0,347.0,979.0,352.5,1117.0,435.5,1062.0,430.0,189.08,55.2743,0.2923,1,1,9,1
8,3,0,2,1,1,1,0.9907,0.9941,0.8525,0.8755,358.5,268.0,175.75,263.5,391.5,563.0,96.9375,556.5,182.8054,294.6342,1.6117,0,0,0,0
8,3,0,1,1,1,1,0.9927,0.9927,0.9048,0.9038,706.0,351.5,590.0,354.0,741.5,520.0,561.5,542.5,116.0269,181.4008,1.5634,0,0,0,0
9,3,0,0,1,1,1,0.9897,0.9844,0.9023,0.8633,1167.0,347.0,978.5,351.0,1106.0,439.5,1055.0,437.5,188.5424,51.0392,0.2707,1,1,10,1
9,3,0,2,1,1,1,0.9902,0.9941,0.8462,0.8809,357.5,267.5,176.75,263.0,391.0,562.0,87.1875,560.5,180.806,303.8162,1.6803,0,0,0,0
9,3,0,1,1,1,1,0.9927,0.9927,0.9072,0.9048,707.5,352.5,590.5,354.5,740.5,520.5,564.0,540.5,117.0171,177.6295,1.518,0,0,0,0
10,3,0,0,1,1,1,0.9883,0.9844,0.9058,0.8667,1164.0,345.5,976.5,352.0,1108.0,438.5,1057.0,435.5,187.6126,51.0882,0.2723,1,1,11,1
10,3,0,2,1,1,1,0.9902,0.9941,0.8462,0.8804,357.5,267.5,176.75,263.0,391.0,562.0,87.0625,561.0,180.806,303.9391,1.681,0,0,0,0
10,3,0,1,1,1,1,0.9927,0.9927,0.9067,0.9048,707.5,352.5,590.5,354.5,740.5,520.5,564.0,540.5,117.0171,177.6295,1.518,0,0,0,0
