frame,raw_num_people,anomaly,track_id,conf_ok,boundary_ok,overlap_ok,conf_ls,conf_rs,conf_lw,conf_rw,ls_x,ls_y,rs_x,rs_y,lw_x,lw_y,rw_x,rw_y,shoulder_dist,wrist_dist,ratio,frontal,hands_now,consecutive_frames,confirmed
0,3,0,0,1,1,1,0.9883,0.9805,0.8911,0.8345,1198.0,336.5,987.5,346.5,1033.0,497.5,1169.0,484.0,210.7374,136.6684,0.6485,1,0,0,0
0,3,0,1,1,1,1,0.9834,0.9829,0.9004,0.9043,222.25,265.0,43.625,273.0,89.0,396.5,203.75,399.0,178.8041,114.7772,0.6419,1,0,0,0
0,3,0,2,1,1,1,0.9805,0.9888,0.8169,0.8604,864.0,367.5,652.0,328.0,627.0,525.0,752.0,516.5,215.6484,125.2887,0.581,1,0,0,0
1,3,0,0,1,1,1,0.9897,0.9805,0.8892,0.8135,1192.0,336.0,982.0,347.0,1027.0,501.0,1166.0,485.0,210.2879,139.9178,0.6654,1,0,0,0
1,3,0,1,1,1,1,0.9873,0.9849,0.916,0.8843,239.25,266.5,52.625,272.5,88.625,399.0,220.25,398.0,186.7214,131.6288,0.7049,1,0,0,0
1,3,0,2,1,1,1,0.981,0.9883,0.8247,0.8608,858.0,364.5,648.5,330.5,627.0,530.0,753.0,516.0,212.241,126.7754,0.5973,1,0,0,0
2,3,0,0,1,1,1,0.9897,0.981,0.8882,0.8154,1192.0,336.0,981.5,347.0,1027.0,500.5,1166.0,485.0,210.7872,139.8615,0.6635,1,0,0,0
2,3,0,1,1,1,1,0.9873,0.9849,0.9155,0.8848,239.25,267.0,52.5,273.0,88.8125,399.0,220.75,398.0,186.8464,131.9413,0.7061,1,0,0,0
2,3,0,2,1,1,1,0.981,0.9888,0.8252,0.8608,858.5,364.5,648.5,330.5,627.0,529.5,753.0,515.5,212.7346,126.7754,0.5959,1,0,0,0
3,3,0,0,1,1,1,0.9878,0.9863,0.8589,0.8301,1185.0,341.5,977.0,351.5,1021.0,499.5,1162.0,491.0,208.2402,141.256,0.6783,1,0,0,0
3,3,0,2,1,1,1,0.9839,0.9863,0.8813,0.8584,854.0,358.5,632.5,329.0,619.5,534.0,753.5,516.0,223.4558,135.2036,0.6051,1,0,0,0
3,3,0,1,1,1,1,0.9849,0.9868,0.9062,0.9048,251.75,264.5,68.0,273.0,96.375,399.5,230.75,399.5,183.9465,134.375,0.7305,1,0,0,0
4,3,0,0,1,1,1,0.9873,0.9863,0.8574,0.8315,1185.0,341.0,977.0,351.5,1021.0,500.0,1162.0,491.0,208.2649,141.2869,0.6784,1,0,0,0
4,3,0,2,1,1,1,0.9839,0.9863,0.8818,0.8574,854.0,358.5,632.5,328.5,618.0,533.0,753.5,515.0,223.5224,136.6903,0.6115,1,0,0,0
4,3,0,1,1,1,1,0.9844,0.9873,0.9048,0.9053,251.5,264.0,68.0,273.0,96.5,399.5,231.875,400.0,183.7206,135.3759,0.7369,1,0,0,0
5,3,0,0,1,1,1,0.9873,0.9863,0.855,0.832,1181.0,340.5,972.5,350.5,1015.0,499.0,1162.0,490.5,208.7397,147.2455,0.7054,1,0,0,0
5,3,0,2,1,1,1,0.9883,0.981,0.9067,0.8413,833.0,352.0,628.5,329.5,627.5,546.5,755.0,513.0,205.7341,131.8275,0.6408,1,0,0,0
5,3,0,1,1,1,1,0.9819,0.9868,0.8936,0.9136,261.25,264.0,83.375,268.0,126.4375,392.0,238.375,401.0,177.92,112.2987,0.6312,1,0,0,0
6,3,0,0,1,1,1,0.9873,0.9863,0.8545,0.832,1181.0,340.5,972.5,350.5,1015.5,499.0,1163.0,490.0,208.7397,147.7743,0.7079,1,0,0,0
6,3,0,2,1,1,1,0.9883,0.981,0.9062,0.8428,833.0,352.0,628.5,330.0,628.5,547.0,754.5,513.5,205.68,130.3773,0.6339,1,0,0,0
6,3,0,1,1,1,1,0.9819,0.9868,0.894,0.9131,261.25,264.0,83.5625,268.0,125.625,392.0,238.25,401.5,177.7325,113.025,0.6359,1,0,0,0
7,3,0,0,1,1,1,0.9873,0.9868,0.856,0.8384,1179.0,341.0,970.0,351.0,1015.0,500.0,1160.0,490.0,209.2391,145.3444,0.6946,1,0,0,0
7,3,0,2,1,1,1,0.9863,0.9883,0.8589,0.8506,824.0,356.0,618.0,339.0,630.0,538.0,729.0,512.0,206.7003,102.3572,0.4952,1,1,1,0
7,3,0,1,1,1,1,0.9814,0.9878,0.8931,0.9165,276.5,265.5,96.75,266.5,132.375,390.5,252.625,400.0,179.7528,120.6247,0.6711,1,0,0,0
8,3,0,0,1,1,1,0.9873,0.9868,0.856,0.8384,1179.0,341.0,970.0,350.5,1015.0,499.5,1160.0,489.5,209.2158,145.3444,0.6947,1,0,0,0
8,3,0,2,1,1,1,0.9863,0.9883,0.8599,0.8511,824.0,356.0,618.0,339.0,631.0,538.0,728.0,512.0,206.7003,100.4241,0.4858,1,1,2,0
8,3,0,1,1,1,1,0.9814,0.9878,0.8926,0.917,276.75,265.5,96.6875,266.5,132.125,390.5,253.0,400.0,180.0653,121.2477,0.6734,1,0,0,0
9,3,0,0,1,1,1,0.9873,0.9868,0.853,0.8403,1178.0,340.5,968.5,350.5,1015.5,499.5,1160.0,490.0,209.7385,144.8119,0.6904,1,0,0,0
9,3,0,2,1,1,1,0.9873,0.9868,0.8667,0.8364,810.5,354.0,606.0,338.5,611.5,528.5,725.0,509.0,205.0866,115.1629,0.5615,1,0,0,0
9,3,0,1,1,1,1,0.9839,0.9844,0.9014,0.9058,290.5,268.0,109.5625,264.0,146.25,392.5,269.5,396.0,180.9817,123.2997,0.6813,1,0,0,0
10,3,0,0,1,1,1,0.9878,0.9863,0.8584,0.833,1178.0,341.0,969.5,351.0,1014.0,500.0,1159.0,490.0,208.7397,145.3444,0.6963,1,0,0,0
10,3,0,2,1,1,1,0.9883,0.9849,0.876,0.812,796.0,350.5,589.0,341.0,590.0,524.0,719.0,502.0,207.2179,130.8625,0.6315,1,0,0,0
10,3,0,1,1,1,1,0.9849,0.9863,0.9165,0.9116,307.25,270.0,122.3125,264.0,150.625,396.0,283.5,398.0,185.0348,132.8901,0.7182,1,0,0,0
11,3,0,0,1,1,1,0.9878,0.9863,0.8579,0.833,1178.0,341.0,969.0,351.0,1014.0,500.0,1160.0,489.5,209.2391,146.3771,0.6996,1,0,0,0
