frame,raw_num_people,anomaly,track_id,conf_ok,boundary_ok,overlap_ok,conf_ls,conf_rs,conf_lw,conf_rw,ls_x,ls_y,rs_x,rs_y,lw_x,lw_y,rw_x,rw_y,shoulder_dist,wrist_dist,ratio,frontal,hands_now,consecutive_frames,confirmed
0,3,0,0,1,1,1,0.9927,0.9878,0.9521,0.916,628.0,299.5,513.0,297.5,569.0,299.0,539.0,295.0,115.0174,30.2655,0.2631,1,1,1,0
0,3,0,1,1,1,1,0.9932,0.9897,0.9443,0.9175,935.5,353.0,822.5,357.5,896.5,398.0,862.5,387.0,113.0896,35.7351,0.316,1,1,1,0
0,3,0,2,1,1,1,0.9863,0.9937,0.8892,0.9468,779.5,345.0,668.0,350.0,743.0,388.0,701.0,377.5,111.6121,43.2926,0.3879,1,1,1,0
1,3,0,0,1,1,1,0.9927,0.9893,0.9507,0.9238,628.5,299.0,513.0,298.5,568.0,295.5,542.0,284.0,115.5011,28.4297,0.2461,1,1,2,0
1,3,0,2,1,1,1,0.9868,0.9917,0.9019,0.939,782.5,343.5,667.0,349.0,737.5,378.0,702.5,377.5,115.6309,35.0036,0.3027,1,1,2,0
1,3,0,1,1,1,1,0.9922,0.9893,0.9385,0.915,935.5,353.0,824.0,358.0,899.0,399.5,865.5,382.5,111.6121,37.5666,0.3366,1,1,2,0
2,3,0,0,1,1,1,0.9922,0.9883,0.9497,0.9219,629.0,299.0,512.5,299.0,569.5,297.0,540.0,284.0,116.5,32.2374,0.2767,1,1,3,0
2,3,0,1,1,1,1,0.9922,0.9858,0.9312,0.894,937.0,356.5,820.0,354.0,899.5,400.0,866.5,385.5,117.0267,36.0451,0.308,1,1,3,0
2,3,0,2,1,1,1,0.9858,0.9937,0.8833,0.9468,778.0,346.0,667.0,350.5,748.0,388.0,703.0,378.0,111.0912,46.0977,0.415,1,1,3,0
3,3,0,0,1,1,1,0.9927,0.9878,0.9438,0.9229,635.0,300.0,514.0,299.5,572.0,301.5,533.5,288.0,121.001,40.7983,0.3372,1,1,4,0
3,3,0,1,1,1,1,0.9922,0.9868,0.9277,0.8994,937.5,355.0,820.0,354.0,899.0,399.0,864.0,381.5,117.5043,39.1312,0.333,1,1,4,0
3,3,0,2,1,1,1,0.9863,0.9932,0.8867,0.9468,779.0,346.0,668.5,350.5,740.5,382.0,704.5,374.5,110.5916,36.773,0.3325,1,1,4,0
4,3,0,0,1,1,1,0.9937,0.9897,0.9409,0.9175,633.5,299.5,514.0,300.5,571.0,297.0,535.5,292.5,119.5042,35.7841,0.2994,1,1,5,0
4,3,0,2,1,1,1,0.9858,0.9932,0.8833,0.9463,781.0,347.0,666.0,352.0,737.0,385.0,701.5,378.5,115.1086,36.0902,0.3135,1,1,5,0
4,3,0,1,1,1,1,0.9917,0.9834,0.9473,0.9082,933.5,356.0,827.0,350.5,907.0,394.0,867.0,380.0,106.6419,42.3792,0.3974,1,1,5,0
5,3,0,0,1,1,1,0.9927,0.9883,0.9434,0.9233,633.5,300.0,515.0,300.0,572.5,298.5,535.0,285.5,118.5,39.6894,0.3349,1,1,6,1
5,3,0,1,1,1,1,0.9932,0.9897,0.9453,0.9194,936.5,353.0,824.0,357.0,897.0,399.5,864.5,383.5,112.5711,36.225,0.3218,1,1,6,1
5,3,0,2,1,1,1,0.9873,0.9927,0.8979,0.9419,778.5,345.0,667.0,349.0,738.5,382.5,700.0,373.0,111.5717,39.6548,0.3554,1,1,6,1
6,3,0,0,1,1,1,0.9922,0.9878,0.9512,0.9199,628.5,300.0,514.0,299.0,570.0,298.0,540.0,289.0,114.5044,31.3209,0.2735,1,1,7,1
6,3,0,1,1,1,1,0.9922,0.9854,0.9434,0.9092,935.0,359.0,826.0,356.0,900.5,400.0,869.0,387.0,109.0413,34.0771,0.3125,1,1,7,1
6,3,0,2,1,1,1,0.9868,0.9922,0.9028,0.9429,783.0,344.5,668.5,351.0,741.5,381.0,698.0,377.5,114.6843,43.6406,0.3805,1,1,7,1
7,3,0,0,1,1,1,0.9937,0.9893,0.9424,0.918,634.5,300.0,515.0,301.0,572.5,297.0,537.0,288.0,119.5042,36.6231,0.3065,1,1,8,1
7,3,0,1,1,1,1,0.9912,0.9805,0.9453,0.894,934.5,356.0,828.0,353.0,907.0,400.5,864.5,378.5,106.5422,47.8566,0.4492,1,1,8,1
7,3,0,2,1,1,1,0.9873,0.9917,0.9082,0.9395,783.5,343.5,669.0,349.5,736.0,381.0,697.5,378.0,114.6571,38.6167,0.3368,1,1,8,1
8,3,0,0,1,1,1,0.9917,0.9868,0.9482,0.9141,629.0,298.0,513.0,298.0,570.0,298.5,540.0,292.0,116.0,30.6961,0.2646,1,1,9,1
8,3,0,2,1,1,1,0.9868,0.9922,0.895,0.9395,778.0,344.0,665.5,348.5,738.0,389.0,699.0,383.0,112.59,39.4588,0.3505,1,1,9,1
