frame,raw_num_people,anomaly,track_id,conf_ok,boundary_ok,overlap_ok,conf_ls,conf_rs,conf_lw,conf_rw,ls_x,ls_y,rs_x,rs_y,lw_x,lw_y,rw_x,rw_y,shoulder_dist,wrist_dist,ratio,frontal,hands_now,consecutive_frames,confirmed
0,3,0,0,1,1,1,0.9937,0.9893,0.9414,0.9155,632.0,299.0,513.0,299.5,568.5,295.0,536.5,288.0,119.0011,32.7567,0.2753,1,1,1,0
0,3,0,1,1,1,1,0.9932,0.9854,0.9385,0.895,935.5,355.0,821.5,353.0,894.0,396.5,865.5,380.0,114.0175,32.9317,0.2888,1,1,1,0
0,3,0,2,1,1,1,0.9863,0.9937,0.8882,0.9468,778.5,343.5,667.5,349.0,739.0,384.5,701.0,378.5,111.1362,38.4708,0.3462,1,1,1,0
1,3,0,0,1,1,1,0.9937,0.9897,0.9395,0.916,632.5,299.0,513.0,299.5,568.5,294.5,537.5,286.5,119.501,32.0156,0.2679,1,1,2,0
1,3,0,1,1,1,1,0.9922,0.9863,0.9341,0.8999,936.0,355.0,822.5,353.5,898.0,402.0,866.5,381.5,113.5099,37.5832,0.3311,1,1,2,0
1,3,0,2,1,1,1,0.9863,0.9932,0.8882,0.9448,779.0,343.5,667.5,349.0,737.5,385.0,702.0,378.0,111.6356,36.1836,0.3241,1,1,2,0
2,3,0,0,1,1,1,0.9937,0.9897,0.9395,0.9165,632.5,299.0,513.0,299.5,568.5,294.5,537.5,286.5,119.501,32.0156,0.2679,1,1,3,0
2,3,0,1,1,1,1,0.9927,0.9863,0.9346,0.8994,936.0,355.0,822.5,353.5,898.0,402.5,866.5,381.5,113.5099,37.8583,0.3335,1,1,3,0
2,3,0,2,1,1,1,0.9863,0.9932,0.8882,0.9458,779.0,343.5,667.5,349.0,738.0,385.0,702.0,377.5,111.6356,36.773,0.3294,1,1,3,0
3,3,0,0,1,1,1,0.9937,0.9893,0.9395,0.9141,632.5,299.0,513.0,299.5,569.5,295.0,539.0,286.0,119.501,31.8002,0.2661,1,1,4,0
3,3,0,1,1,1,1,0.9927,0.9858,0.936,0.8979,936.5,355.0,823.0,353.0,897.0,401.5,866.0,380.5,113.5176,37.4433,0.3298,1,1,4,0
3,3,0,2,1,1,1,0.9863,0.9932,0.8892,0.9438,778.5,343.5,667.0,349.0,738.0,384.0,701.5,378.5,111.6356,36.9121,0.3306,1,1,4,0
4,3,0,0,1,1,1,0.9937,0.9888,0.9395,0.9131,632.5,299.0,513.0,299.5,569.5,295.0,539.0,286.0,119.501,31.8002,0.2661,1,1,5,0
4,3,0,1,1,1,1,0.9927,0.9858,0.9355,0.8984,936.5,355.0,823.0,353.0,897.5,403.0,866.5,380.5,113.5176,38.3047,0.3374,1,1,5,0
4,3,0,2,1,1,1,0.9863,0.9932,0.8867,0.9448,779.0,343.5,667.0,349.0,738.0,384.5,701.5,378.0,112.135,37.0742,0.3306,1,1,5,0
5,3,0,0,1,1,1,0.9937,0.9888,0.9395,0.9126,633.0,299.0,513.0,300.0,570.0,294.0,539.0,286.5,120.0042,31.8944,0.2658,1,1,6,1
5,3,0,1,1,1,1,0.9927,0.9854,0.9375,0.895,937.5,355.5,823.0,353.0,896.5,401.5,866.0,381.5,114.5273,36.4726,0.3185,1,1,6,1
5,3,0,2,1,1,1,0.9868,0.9932,0.8901,0.9434,778.5,344.0,666.5,349.0,737.0,383.5,701.5,378.5,112.1116,35.8504,0.3198,1,1,6,1
6,3,0,0,1,1,1,0.9937,0.9893,0.939,0.915,632.5,299.0,513.5,300.0,570.5,294.5,539.5,285.5,119.0042,32.28,0.2713,1,1,7,1
