frame,raw_num_people,anomaly,track_id,conf_ok,boundary_ok,overlap_ok,conf_ls,conf_rs,conf_lw,conf_rw,ls_x,ls_y,rs_x,rs_y,lw_x,lw_y,rw_x,rw_y,shoulder_dist,wrist_dist,ratio,frontal,hands_now,consecutive_frames,confirmed
0,2,0,0,0,1,1,0.8911,0.98,0.3025,0.707,164.625,341.0,55.1875,328.5,193.75,651.5,77.0625,682.0,110.1491,120.6077,1.095,0,0,0,0
0,2,0,1,0,1,1,0.9932,0.8408,0.8911,0.2529,1043.0,347.0,1049.0,337.0,1000.0,607.5,984.0,592.5,11.6619,21.9317,1.8806,0,0,0,0
1,2,0,0,0,1,1,0.9038,0.9868,0.3535,0.7842,161.625,336.0,54.5,330.0,190.75,636.0,82.1875,677.0,107.2929,116.0466,1.0816,0,0,0,0
1,2,0,1,0,1,1,0.9937,0.8423,0.8823,0.2269,1039.0,347.0,1046.0,338.0,998.0,612.0,984.5,598.0,11.4018,19.4487,1.7058,0,0,0,0
2,2,0,0,0,1,1,0.9097,0.9854,0.3579,0.7588,161.625,335.5,54.625,329.5,199.125,638.0,84.5,684.0,107.1681,123.5107,1.1525,0,0,0,0
2,2,0,1,0,1,1,0.9937,0.8428,0.894,0.2489,1038.0,344.5,1050.0,337.0,1001.5,610.5,989.0,591.5,14.151,22.7431,1.6072,0,0,0,0
3,2,0,0,0,1,1,0.9038,0.9844,0.3372,0.7427,164.5,334.0,59.9375,327.0,192.5,640.0,81.6875,689.0,104.7965,121.1627,1.1562,0,0,0,0
3,2,0,1,0,1,1,0.9946,0.8193,0.9229,0.2649,1037.0,347.5,1038.0,342.0,999.0,614.5,972.5,592.0,5.5902,34.7635,6.2187,0,0,0,0
4,2,0,0,0,1,1,0.8931,0.9844,0.3984,0.7979,165.0,334.0,62.875,325.0,177.0,625.0,88.6875,670.0,102.5208,99.1166,0.9668,0,0,0,0
4,2,0,1,0,1,1,0.9941,0.8516,0.9023,0.2595,1036.0,349.5,1041.0,343.5,1000.5,615.0,978.0,594.0,7.8102,30.7774,3.9406,0,0,0,0
5,2,0,0,1,1,1,0.8892,0.9819,0.4097,0.792,169.25,333.5,62.875,327.5,187.375,624.0,86.375,671.0,106.5441,111.4002,1.0456,0,0,0,0
5,2,0,1,0,1,1,0.9951,0.813,0.9263,0.2615,1034.0,346.5,1036.0,340.5,996.0,604.0,974.5,583.0,6.3246,30.0541,4.752,0,0,0,0
6,2,0,0,0,1,1,0.9028,0.9834,0.3396,0.7441,166.5,336.0,58.6875,327.5,194.625,646.0,79.4375,682.0,108.1471,120.6821,1.1159,0,0,0,0
6,2,0,1,0,1,1,0.9946,0.8198,0.9204,0.2615,1032.0,345.5,1040.0,338.0,996.5,603.5,977.5,584.0,10.9659,27.2259,2.4828,0,0,0,0
7,2,0,0,0,0,1,0.9077,0.9844,0.3796,0.7744,169.5,337.0,62.5,330.0,193.5,637.0,84.875,691.0,107.2287,121.307,1.1313,0,0,0,0
7,2,0,1,0,1,1,0.9951,0.8086,0.9365,0.2793,1031.0,348.0,1037.0,338.5,1000.0,602.0,976.0,580.5,11.2361,32.2219,2.8677,0,0,0,0
8,2,0,0,0,1,1,0.8853,0.9814,0.3606,0.7769,167.375,328.5,70.5625,322.0,195.75,636.0,78.1875,676.0,97.0305,124.1811,1.2798,0,0,0,0
8,2,0,1,0,1,1,0.9946,0.8296,0.9355,0.324,1031.0,349.0,1029.0,340.0,998.5,608.5,966.5,575.0,9.2195,46.3276,5.0249,0,0,0,0
9,2,0,0,0,1,1,0.895,0.9878,0.3494,0.8086,169.875,334.5,70.5,325.0,201.25,638.5,84.375,679.0,99.8281,123.6932,1.2391,0,0,0,0
9,2,0,1,0,1,1,0.9951,0.8594,0.9307,0.3262,1032.0,346.5,1026.0,341.5,993.5,611.0,966.5,582.5,7.8102,39.2588,5.0266,0,0,0,0
