frame,raw_num_people,anomaly,track_id,conf_ok,boundary_ok,overlap_ok,conf_ls,conf_rs,conf_lw,conf_rw,ls_x,ls_y,rs_x,rs_y,lw_x,lw_y,rw_x,rw_y,shoulder_dist,wrist_dist,ratio,frontal,hands_now,consecutive_frames,confirmed
0,2,0,0,1,1,1,0.9937,0.9902,0.9585,0.9277,727.5,292.0,607.0,291.0,669.0,283.5,632.0,277.0,120.5041,37.5666,0.3117,1,1,1,0
0,2,0,1,1,1,1,0.9897,0.9897,0.9204,0.917,903.5,348.0,778.5,348.5,860.0,392.5,819.5,400.5,125.001,41.2826,0.3303,1,1,1,0
1,2,0,0,1,1,1,0.9912,0.9922,0.9331,0.9395,728.0,295.0,604.0,293.0,672.0,286.0,632.5,276.5,124.0161,40.6263,0.3276,1,1,2,0
1,2,0,1,1,1,1,0.9893,0.9888,0.9229,0.9087,903.0,348.0,779.0,349.5,856.0,390.5,820.5,398.5,124.0091,36.3902,0.2934,1,1,2,0
2,2,0,0,1,1,1,0.9912,0.9922,0.9336,0.939,728.0,295.0,603.5,292.5,673.5,287.0,634.0,276.5,124.5251,40.8718,0.3282,1,1,3,0
2,2,0,1,1,1,1,0.9917,0.9883,0.9326,0.9136,901.5,350.5,774.0,346.0,862.5,392.0,823.5,396.5,127.5794,39.2588,0.3077,1,1,3,0
3,2,0,0,1,1,1,0.9937,0.9897,0.9565,0.9268,727.0,289.5,606.0,288.5,668.0,285.5,628.0,280.0,121.0041,40.3764,0.3337,1,1,4,0
3,2,0,1,1,1,1,0.9907,0.9868,0.9297,0.9092,900.0,350.0,775.0,348.5,860.5,390.0,817.0,388.0,125.009,43.546,0.3483,1,1,4,0
4,2,0,0,1,1,1,0.9907,0.9922,0.9312,0.9395,727.0,293.0,604.0,293.0,669.0,283.0,632.0,275.0,123.0,37.855,0.3078,1,1,5,0
4,2,0,1,1,1,1,0.9893,0.9883,0.9297,0.9121,900.0,350.0,777.0,351.0,864.5,392.0,819.0,398.0,123.0041,45.8939,0.3731,1,1,5,0
5,2,0,0,1,1,1,0.9937,0.9902,0.958,0.9263,727.0,291.0,605.5,288.5,666.0,285.0,630.0,281.5,121.5257,36.1697,0.2976,1,1,6,1
5,2,0,1,1,1,1,0.9917,0.9897,0.9326,0.9102,901.0,345.5,774.5,349.5,850.5,392.0,823.5,401.5,126.5632,28.6225,0.2262,1,1,6,1
6,2,0,1,1,1,1,0.9888,0.9878,0.9253,0.9106,899.0,349.5,774.5,351.5,864.5,396.0,822.0,398.5,124.5161,42.5735,0.3419,1,1,7,1
6,2,0,0,1,1,1,0.9932,0.9897,0.9541,0.9282,727.0,290.5,606.0,288.0,668.0,285.0,629.5,281.5,121.0258,38.6588,0.3194,1,1,7,1
7,2,0,0,1,1,1,0.9932,0.9893,0.9551,0.9233,725.5,292.0,605.5,290.5,668.5,284.0,627.5,284.0,120.0094,41.0,0.3416,1,1,8,1
7,2,0,1,1,1,1,0.9917,0.9873,0.9316,0.9053,898.0,351.0,771.5,349.0,858.5,396.0,823.0,392.0,126.5158,35.7246,0.2824,1,1,8,1
8,2,0,0,1,1,1,0.9927,0.9907,0.9517,0.9302,724.0,294.0,604.0,291.0,668.0,285.0,629.0,284.0,120.0375,39.0128,0.325,1,1,9,1
8,2,0,1,1,1,1,0.9917,0.9854,0.9375,0.9062,898.0,351.5,772.5,350.5,862.5,391.5,820.0,390.5,125.504,42.5118,0.3387,1,1,9,1
9,2,0,0,1,1,1,0.9927,0.9907,0.9512,0.9307,724.5,291.5,603.5,289.0,666.0,284.0,631.5,279.5,121.0258,34.7922,0.2875,1,1,10,1
9,2,0,1,1,1,1,0.9907,0.9902,0.9238,0.9146,899.0,347.5,772.0,350.0,850.0,390.5,822.5,402.0,127.0246,29.8077,0.2347,1,1,10,1
10,2,0,0,1,1,1,0.9927,0.9912,0.9492,0.9316,722.5,292.0,602.5,288.5,665.0,285.5,628.5,284.0,120.051,36.5308,0.3043,1,1,11,1
10,2,0,1,1,1,1,0.9893,0.9893,0.9214,0.9165,899.0,348.0,775.0,350.0,852.5,392.0,818.0,402.0,124.0161,35.9201,0.2896,1,1,11,1
11,2,0,0,1,1,1,0.9932,0.9897,0.9531,0.9263,724.0,292.5,603.5,290.5,663.5,285.0,629.0,283.5,120.5166,34.5326,0.2865,1,1,12,1
