frame,raw_num_people,anomaly,track_id,conf_ok,boundary_ok,overlap_ok,conf_ls,conf_rs,conf_lw,conf_rw,ls_x,ls_y,rs_x,rs_y,lw_x,lw_y,rw_x,rw_y,shoulder_dist,wrist_dist,ratio,frontal,hands_now,consecutive_frames,confirmed
0,4,1,0,1,1,1,0.9844,0.9863,0.8887,0.8989,765.5,331.0,599.5,335.5,708.0,407.5,666.0,415.5,166.061,42.7551,0.2575,1,1,1,0
0,4,1,1,1,1,1,0.9858,0.9829,0.9009,0.8677,1038.0,350.5,877.0,347.0,1004.0,411.5,958.0,370.5,161.038,61.6198,0.3826,1,1,1,0
0,4,1,2,1,1,1,0.9883,0.9839,0.9131,0.8945,536.0,259.0,348.0,257.5,445.75,276.5,404.5,266.0,188.006,42.5654,0.2264,1,1,1,0
0,4,1,3,0,0,1,0.1573,0.1195,0.1299,0.0715,1068.0,0.0,309.75,0.0,922.5,0.0,302.25,0.0,758.25,620.25,0.818,1,0,0,0
1,4,1,0,1,1,1,0.9834,0.9868,0.8735,0.8955,766.5,331.0,595.0,334.5,718.0,407.0,667.0,406.0,171.5357,51.0098,0.2974,1,1,2,0
1,4,1,1,1,1,1,0.9893,0.9805,0.9072,0.8467,1050.0,344.5,863.5,339.5,997.5,398.0,952.0,361.5,186.567,58.331,0.3127,1,1,2,0
1,4,1,2,1,1,1,0.9893,0.9824,0.9194,0.8823,534.0,259.5,351.5,257.0,446.25,276.0,405.25,266.0,182.5171,42.2019,0.2312,1,1,2,0
1,4,1,3,0,0,1,0.1848,0.1466,0.119,0.0606,1070.0,0.0,298.25,0.0,930.0,0.0,284.75,0.0,771.75,645.25,0.8361,1,0,0,0
2,4,1,0,1,1,1,0.9854,0.9834,0.8931,0.8794,768.5,333.0,598.5,337.0,716.0,410.0,669.0,405.0,170.0471,47.2652,0.278,1,1,3,0
2,4,1,1,1,1,1,0.9897,0.9814,0.9067,0.8511,1045.0,345.5,867.0,338.5,998.5,406.5,952.0,371.0,178.1376,58.5021,0.3284,1,1,3,0
2,4,1,2,1,1,1,0.9888,0.9834,0.9175,0.894,535.5,263.0,351.75,261.0,447.5,275.5,404.5,266.0,183.7609,44.0369,0.2396,1,1,3,0
2,4,1,3,0,0,1,0.22,0.1671,0.1626,0.0854,1062.0,0.0,301.0,0.0,915.0,0.0,294.5,0.0,761.0,620.5,0.8154,1,0,0,0
3,3,0,0,1,1,1,0.9844,0.9873,0.8818,0.8994,766.0,331.0,598.0,335.0,708.5,406.5,666.5,406.0,168.0476,42.003,0.2499,1,1,4,0
